global_N,MT_norm,We_norm,Ae_norm,TPe_norm
88,0.44621212121212117,0.0529071460843356,0.04600817904035448,0.14931660611555145
89,0.3916666666666667,0.07240213627092106,0.08054976993520833,0.12931742291881476
90,0.36515151515151517,0.07942645843106574,0.1561821665396105,0.1342620296652544
91,0.3568181818181818,0.12334436044997611,0.1878114468530181,0.0914989451308531
92,0.33636363636363636,0.04725535291961009,0.06542547686238727,0.20305079816512728
93,0.33106060606060606,0.06587804914043703,0.10080197017076156,0.16105742078587174
94,0.5393939393939393,0.03157339946940352,0.05721250327353294,0.1944873870226237
95,,,,
96,,,,
97,0.3856060606060607,0.02750496750000068,0.09013000856601953,0.2803259827046201
98,0.31439393939393934,0.03611768047076797,0.11811978879306986,0.27254304952279207
99,0.32499999999999996,0.09269527557676877,0.09378867625986381,0.11850629335648334
100,0.28106060606060607,0.05064145750679748,0.07500035898198006,0.2170361453948956
101,0.38409090909090915,0.02747144397238499,0.1181507453160133,0.2885761091964825
102,0.30757575757575756,0.013188929227402594,0.10086731476587928,0.4879697423523129
103,0.3553030303030303,0.06336644926603624,0.19136902696378363,0.17262942463248376
104,0.2681818181818182,0.021243461089129057,0.09722111908390574,0.41362265143757465
105,0.18181818181818185,0.13974537120153802,0.05787834658229041,0.10763307959717952
106,0.29015151515151516,0.026580137408030134,0.089247412510187,0.34275210117734267
107,0.20909090909090905,0.0765962337060085,0.09506808158909158,0.18431044647326988
108,0.22954545454545452,0.07150960275165717,0.05123891086610341,0.17845619928936354
109,0.3515151515151515,0.03554779540374381,0.04766314477676117,0.24033942316821041
110,0.4053030303030302,0.0995353555292681,0.18750718567000904,0.10339580003788082
111,0.3287878787878788,0.027879541406103776,0.012275228281017663,0.28615231757630916
112,0.4477272727272727,0.26356059550346084,0.29430972700316993,0.034329550680504195
113,0.36742424242424243,0.09911719623280647,0.09778094439966795,0.10230978690967839
114,0.4189393939393939,0.1046613306419233,0.09529672364972926,0.08758767758433852
115,0.19469696969696973,0.03487924196058337,0.10360436875575145,0.3596390368721199
116,0.29545454545454547,0.02915205130225,0.015787942369405086,0.29787409476367194
117,0.3553030303030303,0.028841569280491433,0.04181205468158966,0.2740782041366042
118,0.32727272727272727,0.04595260032300133,0.11063911345585639,0.22045822822874295
